,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
0,0,2024-12-30,2011-07-06,within an hour,100.0,100%,t,2,2,t,t,59.31389,18.06087,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,944.0,2,120,2,2,120,120,t,27,57,87,177,2024-12-30,430,30,1,2011-07-30,2024-12-09,4.86,4.87,4.79,4.95,4.97,4.84,4.76,,f,2,0,2,0
1,1,2024-12-30,2011-02-27,within a day,100.0,15%,f,2,4,t,t,59.33351,18.03693,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,414.0,2,20,2,2,20,20,t,25,55,85,360,2024-12-30,64,1,0,2011-09-29,2024-08-30,4.68,4.7,4.63,4.87,4.88,4.81,4.7,,f,2,1,1,0
3,3,2024-12-30,2011-07-06,within an hour,100.0,100%,t,2,2,t,t,59.31198,18.06076,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,814.0,2,300,2,2,300,300,t,30,60,90,180,2024-12-30,414,24,1,2012-02-13,2024-12-01,4.9,4.88,4.84,4.96,4.98,4.89,4.84,,f,2,0,2,0
7,7,2024-12-30,2012-01-01,within a few hours,67.0,56%,f,2,2,t,t,59.27635,17.99165,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,750.0,1,1125,1,1,1125,1125,t,30,60,90,365,2024-12-30,38,5,0,2012-07-09,2024-11-06,4.63,4.49,4.7,4.7,4.59,4.46,4.59,,f,2,1,1,0
13,13,2024-12-30,2011-08-03,within an hour,100.0,89%,t,3,23,t,t,59.26424,18.02277,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,350.0,1,150,1,1,150,150,t,30,60,90,365,2024-12-30,44,11,0,2012-06-01,2024-11-25,4.75,4.73,4.86,4.93,4.95,4.61,4.66,,f,3,1,1,1
14,14,2024-12-30,2012-04-23,within an hour,100.0,100%,f,1,1,t,t,59.31041093355452,18.02404045094815,Private room in rental unit,Private room,1,,1 shared bath,,,,3,25,3,3,25,25,t,0,0,0,0,2024-12-30,100,0,0,2012-05-10,2023-11-18,4.64,4.77,4.58,4.84,4.85,4.66,4.5,,f,1,0,1,0
16,16,2024-12-30,2012-05-12,,,0%,f,1,1,t,t,59.31412,18.08274,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,523.0,3,7,3,3,7,7,t,0,0,0,29,2024-12-30,41,0,0,2012-05-20,2017-06-29,4.54,4.37,4.63,4.71,4.8,4.76,4.41,,f,1,0,1,0
18,18,2024-12-30,2012-06-13,,,,f,1,8,t,f,59.34412,18.08957,Private room in rental unit,Private room,2,,Shared half-bath,,,,10,90,10,10,90,90,,0,0,0,0,2024-12-30,105,0,0,2012-06-20,2018-08-08,4.78,4.83,4.73,4.86,4.9,4.72,4.7,,f,1,0,1,0
24,24,2024-12-30,2012-07-07,within an hour,100.0,100%,t,1,1,t,t,59.33894,18.0919,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,470.0,1,30,1,1,1125,1125,t,19,22,22,22,2024-12-30,752,52,7,2012-07-15,2024-12-24,4.92,4.94,4.98,4.9,4.93,4.88,4.85,,t,1,0,1,0
37,37,2024-12-30,2012-12-12,within an hour,100.0,86%,t,1,1,t,t,59.33633,18.03002,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,890.0,4,5,4,4,1125,1125,t,28,58,66,323,2024-12-30,133,11,0,2013-06-17,2024-11-05,4.91,4.9,4.88,4.92,4.93,4.81,4.81,,f,1,0,1,0
38,38,2024-12-30,2012-11-17,within a few hours,100.0,100%,t,2,8,t,t,59.29578,17.92813,Private room in rental unit,Private room,4,1.0,1 shared bath,1.0,3.0,220.0,1,180,1,1,1125,1125,t,30,60,90,90,2024-12-30,52,19,0,2014-08-01,2024-10-01,4.69,4.58,4.37,4.78,4.85,4.59,4.61,,f,2,0,2,0
40,40,2024-12-30,2012-12-26,within a few hours,100.0,94%,t,1,3,t,t,59.33884,18.08536,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,740.0,3,21,3,3,21,21,t,25,28,28,28,2024-12-30,55,11,1,2013-05-07,2024-12-14,4.8,4.94,4.98,4.94,4.94,4.98,4.75,,f,1,0,1,0
43,43,2024-12-30,2013-01-24,within an hour,100.0,100%,f,1,1,t,f,59.28674,18.0953,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,873.0,1,30,1,1,30,30,t,23,50,80,80,2024-12-30,33,1,0,2016-05-15,2024-05-31,5.0,4.94,4.79,4.94,4.94,5.0,4.85,,f,1,0,1,0
45,45,2024-12-30,2013-01-11,,,,f,1,1,t,t,59.31577,18.07724,Private room in rental unit,Private room,4,2.5,2.5 baths,1.0,3.0,3000.0,14,1095,14,14,1095,1095,t,30,60,90,365,2024-12-30,1,0,0,2013-11-09,2013-11-09,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,f,1,0,1,0
55,55,2024-12-30,2013-01-09,,,,f,1,1,t,f,59.26466,18.12983,Private room in rental unit,Private room,1,,1 shared bath,,,,1,3,1,1,3,3,,0,0,0,0,2024-12-30,58,0,0,2013-06-15,2022-10-03,4.81,4.96,5.0,4.96,4.89,4.67,4.75,,f,1,0,1,0
57,57,2024-12-30,2013-05-15,within an hour,100.0,100%,t,2,2,t,t,59.32047,18.05648,Private room in loft,Private room,2,,1 bath,1.0,,,3,1125,3,3,1125,1125,t,18,31,52,224,2024-12-30,250,34,4,2013-06-03,2024-12-26,4.9,4.9,4.91,4.96,4.96,4.9,4.81,,f,1,0,1,0
58,58,2024-12-30,2013-04-07,,,,f,1,3,t,t,59.28966,18.10292,Private room in rental unit,Private room,1,,1.5 baths,,,,3,7,3,3,7,7,t,0,0,0,0,2024-12-30,6,0,0,2022-06-13,2022-09-17,5.0,5.0,5.0,5.0,5.0,4.17,5.0,,f,1,0,1,0
65,65,2024-12-30,2013-06-11,,,,f,1,1,t,f,59.31886,17.98479,Private room in villa,Private room,6,,,1.0,,,7,31,7,7,31,31,,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
68,68,2024-12-30,2013-06-15,,,100%,f,3,3,t,t,59.31664,18.05903,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,900.0,2,50,2,3,50,50,t,0,0,0,0,2024-12-30,188,0,0,2013-11-03,2023-12-28,4.95,4.95,4.98,4.98,4.97,4.97,4.84,,f,1,0,1,0
69,69,2024-12-30,2013-01-13,within an hour,100.0,0%,f,1,2,t,t,59.3397,18.07834,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,975.0,2,20,2,2,20,20,t,29,59,89,364,2024-12-30,31,0,0,2013-08-16,2016-09-03,4.77,4.77,4.74,4.84,4.9,4.9,4.61,,f,1,0,1,0
72,72,2024-12-30,2013-04-10,within a few hours,100.0,89%,t,2,3,t,t,59.32068,18.06563,Private room in bed and breakfast,Private room,1,,1 bath,,,,1,1125,1,1,1125,1125,t,0,0,0,0,2024-12-30,101,0,0,2013-08-26,2023-09-18,4.92,4.91,4.81,4.92,4.95,4.98,4.89,,f,2,1,1,0
73,73,2024-12-30,2013-07-11,within a few hours,100.0,13%,t,2,2,t,t,59.29562,18.09225,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,450.0,2,10,2,2,10,10,t,0,29,57,228,2024-12-30,115,3,0,2013-08-13,2024-10-10,4.77,4.84,4.74,4.94,4.91,4.75,4.74,,f,2,1,1,0
74,74,2024-12-30,2013-07-22,,,63%,f,2,2,t,t,59.32916,18.02933,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,700.0,2,1125,2,2,1125,1125,t,28,58,88,363,2024-12-30,51,3,0,2015-08-07,2024-07-07,4.98,4.94,4.96,4.98,5.0,4.94,4.9,,f,2,1,1,0
76,76,2024-12-30,2013-08-05,within a day,78.0,32%,f,2,3,t,t,59.26545,18.13086,Private room in condo,Private room,2,1.0,1 shared bath,2.0,1.0,350.0,4,120,4,4,120,120,t,30,60,90,365,2024-12-30,205,4,0,2013-08-22,2024-10-23,4.79,4.77,4.67,4.88,4.9,4.63,4.77,,f,2,1,1,0
77,77,2024-12-30,2013-08-07,within an hour,100.0,0%,f,1,5,t,t,59.27643,18.13432,Private room in rental unit,Private room,2,,1 bath,,,,2,1125,2,2,1125,1125,t,0,2,5,278,2024-12-30,92,0,0,2014-04-21,2022-05-27,4.82,4.63,4.95,4.88,4.93,4.59,4.76,,f,1,0,1,0
78,78,2024-12-30,2013-08-11,,,,f,1,1,t,f,59.2596,18.02515,Private room in rental unit,Private room,1,,1 bath,1.0,,,1,1125,1,1,1125,1125,,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
82,82,2024-12-30,2013-08-25,within a day,50.0,31%,f,4,4,t,t,59.30522,17.97684,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,229.0,30,1125,30,30,1125,1125,t,29,59,89,364,2024-12-30,17,3,0,2014-12-13,2024-11-29,4.65,4.63,3.75,4.81,4.94,4.81,4.44,,f,4,0,4,0
89,89,2024-12-30,2013-05-06,within a day,100.0,0%,f,1,1,t,t,59.30509,18.01309,Private room in rental unit,Private room,1,,1 shared bath,,,,2,1125,2,2,1125,1125,t,1,1,1,1,2024-12-30,48,0,0,2013-12-19,2019-06-04,4.85,4.74,4.98,4.87,4.88,4.64,4.64,,f,1,0,1,0
91,91,2024-12-30,2013-10-03,within an hour,100.0,100%,t,1,1,t,t,59.31873252935418,18.06506834512685,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,950.0,3,30,1,3,1125,1125,t,24,54,75,337,2024-12-30,296,42,2,2015-07-03,2024-12-17,4.88,4.9,4.64,4.91,4.96,4.95,4.81,,t,1,0,1,0
96,96,2024-12-30,2013-05-11,within an hour,100.0,100%,t,2,2,t,t,59.29226,17.92663,Private room in townhouse,Private room,2,1.5,1.5 shared baths,1.0,2.0,590.0,2,1125,2,2,1125,1125,t,30,60,90,365,2024-12-30,114,10,0,2014-02-08,2024-09-10,4.86,4.85,4.85,4.88,4.9,4.64,4.77,,f,2,0,2,0
97,97,2024-12-30,2013-05-11,within an hour,100.0,100%,t,2,2,t,t,59.29336,17.92649,Private room in townhouse,Private room,2,1.5,1.5 shared baths,1.0,1.0,690.0,2,365,2,2,365,365,t,30,60,90,365,2024-12-30,67,3,0,2014-02-21,2024-09-12,4.76,4.81,4.79,4.88,4.91,4.61,4.75,,f,2,0,2,0
104,104,2024-12-30,2012-08-31,within a few hours,100.0,41%,f,1,5,t,t,59.31691,18.06119,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,350.0,7,1125,7,7,1125,1125,t,16,16,16,280,2024-12-30,75,8,1,2014-02-07,2024-12-15,4.58,4.61,4.57,4.69,4.8,4.84,4.51,,f,1,0,1,0
116,116,2024-12-30,2012-04-23,,,14%,f,1,1,t,f,59.3088,17.9891,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,459.0,30,240,28,30,240,240,t,11,41,71,226,2024-12-30,15,1,0,2015-09-19,2024-08-11,4.67,4.6,4.6,4.93,4.73,4.8,4.53,,f,1,0,1,0
119,119,2024-12-30,2012-08-30,within a few hours,100.0,95%,t,1,2,t,t,59.26278,18.07926,Private room in condo,Private room,1,1.0,1 shared bath,2.0,1.0,390.0,2,1125,2,2,1125,1125,t,0,0,0,151,2024-12-30,122,13,0,2014-08-29,2024-10-19,4.82,4.87,4.73,4.94,4.92,4.71,4.87,,f,1,0,1,0
123,123,2024-12-30,2014-03-31,,,95%,t,1,3,t,t,59.34739540267094,18.04627356224557,Private room in rental unit,Private room,2,,1 shared bath,,,,3,10,3,3,10,10,t,0,0,0,0,2024-12-30,153,16,0,2014-04-29,2024-09-15,4.8,4.88,4.62,4.98,4.96,4.82,4.76,,f,1,0,1,0
133,133,2024-12-30,2014-05-02,,,0%,f,1,2,t,t,59.31048,18.06967,Private room in rental unit,Private room,1,,1 shared bath,,,,7,24,7,7,24,24,t,0,0,0,0,2024-12-30,10,0,0,2014-09-08,2023-07-13,4.6,4.8,4.9,4.9,4.4,5.0,4.7,,f,1,0,1,0
138,138,2024-12-30,2013-08-28,within a day,100.0,83%,f,1,4,t,t,59.27691,18.00104,Private room in guesthouse,Private room,2,1.0,1 private bath,1.0,1.0,1200.0,2,365,2,2,365,365,t,30,60,90,365,2024-12-30,5,3,0,2023-05-06,2024-06-29,4.8,5.0,4.8,5.0,5.0,4.4,4.4,,f,1,0,1,0
141,141,2024-12-30,2013-01-17,within an hour,100.0,96%,t,1,2,t,t,59.31377,18.01204,Private room in condo,Private room,2,1.5,1.5 shared baths,1.0,1.0,550.0,2,7,2,2,7,7,t,16,46,76,78,2024-12-30,144,15,2,2014-06-03,2024-12-08,4.89,4.95,4.81,4.87,4.94,4.78,4.86,,f,1,0,1,0
143,143,2024-12-30,2013-08-25,within a day,50.0,31%,f,4,4,t,t,59.30472,17.97565,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,2.0,229.0,30,1125,30,30,1125,1125,t,29,59,89,364,2024-12-30,11,0,0,2014-06-02,2022-06-05,3.91,4.36,3.18,4.73,4.36,4.45,4.09,,f,4,0,4,0
144,144,2024-12-30,2013-10-02,,,,f,1,2,t,f,59.29722,17.942,Private room in rental unit,Private room,2,,1 shared bath,2.0,,,1,1125,1,1,1125,1125,,0,0,0,0,2024-12-30,69,0,0,2014-06-02,2017-11-04,4.62,4.7,4.57,4.9,4.85,4.38,4.59,,f,1,0,1,0
161,161,2024-12-30,2014-06-15,within an hour,100.0,77%,t,1,1,t,t,59.30232,18.04689,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,584.0,1,1125,1,1,1125,1125,t,0,27,57,57,2024-12-30,95,11,0,2014-06-28,2024-09-11,4.8,4.85,4.83,4.84,4.85,4.8,4.84,,f,1,0,1,0
167,167,2024-12-30,2014-07-04,,,100%,f,1,1,t,t,59.30552,18.08311,Private room in rental unit,Private room,3,,2 baths,1.0,,,1,6,1,1,6,6,t,0,0,0,0,2024-12-30,1,1,0,2024-05-19,2024-05-19,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,f,1,0,1,0
178,178,2024-12-30,2013-05-16,a few days or more,25.0,0%,f,2,3,t,t,59.34011,18.03048,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,803.0,26,365,26,26,365,365,t,21,48,78,353,2024-12-30,35,0,0,2014-08-28,2019-09-29,4.97,4.86,4.94,5.0,4.94,4.94,4.89,,f,2,1,1,0
190,190,2024-12-30,2013-07-04,within an hour,100.0,82%,t,1,2,t,t,59.3346,18.03524,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,495.0,1,1125,1,1,1125,1125,t,13,31,61,278,2024-12-30,185,40,1,2015-01-19,2024-12-05,4.84,4.9,4.81,4.84,4.89,4.87,4.82,,f,1,0,1,0
201,201,2024-12-30,2014-11-13,within an hour,100.0,100%,f,2,2,t,t,59.2759,18.00136,Private room in villa,Private room,1,1.5,1.5 baths,1.0,1.0,950.0,1,60,1,1,60,60,t,23,40,40,40,2024-12-30,29,8,1,2014-12-02,2024-12-08,4.97,4.93,5.0,5.0,5.0,5.0,4.93,,f,2,1,1,0
211,211,2024-12-30,2014-12-16,,,,f,1,3,t,f,59.29876,18.05582,Private room in rental unit,Private room,2,,1.5 baths,2.0,,,4,20,4,4,20,20,f,0,0,0,0,2024-12-30,11,0,0,2018-04-15,2023-01-06,4.82,4.82,4.73,5.0,4.73,4.73,4.82,,f,1,0,1,0
214,214,2024-12-30,2015-01-20,,,,f,1,1,t,t,59.33366,18.0157,Private room in rental unit,Private room,1,,1 shared bath,,,,1,7,1,1,7,7,t,0,0,0,0,2024-12-30,37,0,0,2018-09-30,2023-07-09,5.0,4.95,5.0,4.92,5.0,4.97,4.95,,f,1,0,1,0
215,215,2024-12-30,2015-01-20,within a few hours,100.0,100%,f,1,2,t,t,59.34482,17.8878,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,670.0,2,15,2,2,15,15,t,29,59,89,179,2024-12-30,32,2,0,2015-09-02,2024-09-01,4.97,4.97,4.91,4.97,5.0,4.97,5.0,,f,1,0,1,0
230,230,2024-12-30,2015-03-05,within an hour,100.0,100%,t,1,3,t,t,59.30024,17.95386,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,500.0,2,1125,2,2,1125,1125,t,26,56,84,339,2024-12-30,185,19,0,2015-04-21,2024-11-17,4.82,4.87,4.9,4.94,4.91,4.82,4.81,,f,1,0,1,0
232,232,2024-12-30,2015-02-22,,,,f,1,2,t,f,59.26551,17.97737,Private room in bed and breakfast,Private room,2,,1 bath,,,,1,30,1,1,30,30,t,0,0,0,0,2024-12-30,53,1,0,2015-05-05,2024-05-19,4.96,4.94,4.88,5.0,5.0,4.96,4.92,,f,1,0,1,0
234,234,2024-12-30,2015-02-05,within a few hours,90.0,36%,t,4,4,t,t,59.29552,18.10523,Private room in rental unit,Private room,1,,1 bath,1.0,,,30,60,30,30,60,60,t,23,53,83,358,2024-12-30,2,0,0,2015-09-21,2023-05-31,4.5,4.0,4.0,5.0,5.0,4.5,4.5,,f,2,0,2,0
247,247,2024-12-30,2013-03-27,within an hour,100.0,100%,t,3,3,t,t,59.28772,18.12194,Private room in home,Private room,3,2.0,2 shared baths,1.0,3.0,500.0,3,120,3,3,1125,1125,t,2,9,9,194,2024-12-30,259,34,1,2015-11-03,2024-12-10,4.86,4.86,4.78,4.91,4.9,4.88,4.88,,t,3,0,3,0
248,248,2024-12-30,2013-03-27,within an hour,100.0,100%,t,3,3,t,t,59.28772,18.12194,Private room in home,Private room,3,,2 shared baths,,,,2,150,3,3,1125,1125,t,0,0,0,0,2024-12-30,202,20,0,2016-08-13,2024-09-04,4.87,4.88,4.81,4.91,4.9,4.89,4.86,,t,3,0,3,0
249,249,2024-12-30,2013-03-27,within an hour,100.0,100%,t,3,3,t,t,59.28772,18.12194,Private room in home,Private room,3,2.0,2 shared baths,1.0,1.0,629.0,3,120,3,3,1125,1125,t,23,48,76,241,2024-12-30,253,23,0,2017-03-12,2024-11-27,4.86,4.89,4.72,4.93,4.89,4.88,4.84,,t,3,0,3,0
250,250,2024-12-30,2015-02-05,within a few hours,90.0,36%,t,4,4,t,t,59.29614,18.1051,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,250.0,90,1125,30,175,1125,1125,t,23,53,83,358,2024-12-30,3,2,0,2015-06-02,2024-08-31,4.67,5.0,4.67,5.0,5.0,5.0,4.33,,f,2,0,2,0
280,280,2024-12-30,2014-06-13,within an hour,100.0,100%,t,1,2,t,t,59.3439,18.05092,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,360.0,2,20,2,2,1125,1125,t,7,17,28,130,2024-12-30,591,57,2,2015-06-25,2024-12-20,4.85,4.92,4.93,4.91,4.91,4.89,4.87,,t,1,0,1,0
284,284,2024-12-30,2015-02-15,,,0%,f,1,2,t,t,59.251,18.08772,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,250.0,5,1125,5,5,1125,1125,t,0,0,0,244,2024-12-30,20,0,0,2015-07-07,2019-08-11,4.8,4.95,5.0,4.95,5.0,4.63,4.79,,f,1,0,1,0
295,295,2024-12-30,2015-05-27,,,,f,2,3,t,f,59.3956,17.91016,Private room in rental unit,Private room,1,,1 bath,1.0,,,1,1125,1,1,1125,1125,,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
309,309,2024-12-30,2013-12-25,within a few hours,100.0,100%,f,1,1,t,t,59.29277,17.93269,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,450.0,3,155,3,30,1125,1125,t,0,0,0,82,2024-12-30,65,4,0,2015-07-07,2024-11-03,4.82,4.83,4.8,4.9,4.84,4.48,4.7,,f,1,0,1,0
313,313,2024-12-30,2015-01-21,within a day,100.0,0%,f,1,2,t,t,59.33574,18.08207,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,900.0,5,14,5,5,14,14,t,0,27,57,332,2024-12-30,14,0,0,2016-07-17,2018-09-02,4.93,4.79,4.86,4.79,5.0,5.0,4.62,,f,1,0,1,0
319,319,2024-12-30,2014-05-02,,,,f,2,2,t,t,59.35175,18.06047,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,422.0,2,60,2,2,60,60,t,0,1,1,1,2024-12-30,58,0,0,2015-07-02,2016-10-21,4.9,4.95,4.97,4.93,4.91,4.66,4.83,,f,2,0,2,0
320,320,2024-12-30,2011-06-24,within a day,100.0,,f,1,5,t,t,59.3072,18.08288,Private room in rental unit,Private room,2,1.0,1 shared bath,2.0,2.0,855.0,2,45,2,2,45,45,t,29,59,89,364,2024-12-30,28,0,0,2015-07-03,2019-08-18,4.82,4.79,4.82,4.93,4.89,4.82,4.61,,f,1,0,1,0
330,330,2024-12-30,2015-06-02,,,,f,1,2,t,t,59.40783,17.92864,Private room in rental unit,Private room,1,,1 bath,1.0,,,1,30,1,1,30,30,,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
338,338,2024-12-30,2013-08-25,within a day,50.0,31%,f,4,4,t,t,59.30499,17.97778,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,228.0,30,1125,30,30,1125,1125,t,29,59,88,272,2024-12-30,12,2,1,2017-03-31,2024-12-14,4.08,4.5,3.33,4.75,4.42,4.67,3.92,,f,4,0,4,0
343,343,2024-12-30,2015-05-29,within a few hours,90.0,82%,f,2,4,t,t,59.30906,18.09533,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,712.0,3,1125,3,3,1125,1125,t,18,48,78,168,2024-12-30,95,15,1,2015-08-04,2024-12-09,4.57,4.79,4.22,4.77,4.86,4.79,4.58,,f,1,0,1,0
344,344,2024-12-30,2015-02-11,within an hour,100.0,100%,f,1,1,t,t,59.343293765213815,18.04363877272816,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,700.0,2,10,2,2,10,10,t,18,44,74,74,2024-12-30,145,5,3,2015-07-18,2024-12-14,4.85,4.92,4.89,4.91,4.88,4.85,4.72,,f,1,0,1,0
348,348,2024-12-30,2015-05-04,,,,f,1,5,t,t,59.29859,17.94788,Private room in townhouse,Private room,1,,Half-bath,1.0,,,1,1125,1,1,1125,1125,,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
353,353,2024-12-30,2013-01-15,,,,f,1,3,t,t,59.30646,18.06912,Private room in rental unit,Private room,2,,1 shared bath,,,,2,7,2,2,7,7,t,0,0,0,0,2024-12-30,20,0,0,2015-08-04,2019-11-11,5.0,5.0,4.8,5.0,5.0,4.95,5.0,,f,1,0,1,0
363,363,2024-12-30,2015-07-16,within a day,50.0,0%,f,1,2,t,t,59.34261,17.88274,Private room in rental unit,Private room,1,,1.5 shared baths,,,,3,400,3,3,400,400,t,16,46,76,351,2024-12-30,16,0,0,2016-05-16,2022-01-16,4.81,4.88,4.88,4.79,4.79,4.43,4.79,,f,1,0,1,0
367,367,2024-12-30,2013-01-07,,,,f,1,1,t,t,59.25239,18.09305,Private room in rental unit,Private room,1,,1 shared bath,1.0,,,1,30,1,1,1125,1125,t,0,0,0,0,2024-12-30,76,0,0,2015-08-12,2022-08-05,4.64,4.68,4.82,4.71,4.79,4.43,4.66,,f,1,0,1,0
373,373,2024-12-30,2014-05-02,,,,f,2,2,t,t,59.35048,18.0607,Private room in rental unit,Private room,1,1.5,1.5 baths,2.0,1.0,500.0,2,1125,2,2,1125,1125,t,0,1,1,1,2024-12-30,35,0,0,2015-09-27,2018-04-27,4.91,4.97,4.97,4.97,5.0,4.91,4.91,,f,2,0,2,0
374,374,2024-12-30,2015-08-13,,,,f,1,1,t,t,59.33517,18.06689,Private room in rental unit,Private room,4,,2 baths,,,,180,1125,180,180,1125,1125,t,0,0,0,0,2024-12-30,22,0,0,2016-05-04,2019-08-28,4.91,5.0,5.0,5.0,5.0,4.95,4.91,,f,1,0,1,0
376,376,2024-12-30,2012-11-17,within a few hours,100.0,100%,t,2,8,t,t,59.29512,17.92701,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,2.0,231.0,1,180,1,1,1125,1125,t,30,60,90,90,2024-12-30,90,21,1,2016-01-25,2024-12-12,4.77,4.73,4.53,4.79,4.94,4.81,4.76,,f,2,0,2,0
379,379,2024-12-30,2015-08-09,,,,f,1,1,t,t,59.39057,17.9079,Private room in rental unit,Private room,1,,1 shared bath,,,,1,20,1,1,20,20,t,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
381,381,2024-12-30,2015-09-16,within an hour,100.0,100%,t,1,2,t,t,59.3147,18.04227,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,340.0,2,100,1,2,1125,1125,t,2,10,25,25,2024-12-30,290,36,2,2015-09-21,2024-12-20,4.91,4.96,4.82,4.96,4.96,4.86,4.96,,f,1,0,1,0
383,383,2024-12-30,2015-09-22,within an hour,100.0,96%,t,2,2,t,t,59.31746,18.05034,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,578.0,20,300,20,20,300,300,t,24,54,84,359,2024-12-30,46,6,0,2016-05-09,2024-08-22,4.8,4.78,4.91,4.85,4.76,5.0,4.89,,f,2,0,2,0
403,403,2024-12-30,2015-10-21,within an hour,100.0,100%,t,1,5,t,t,59.3398,18.08239,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,0.0,850.0,2,90,2,2,1125,1125,t,28,58,88,88,2024-12-30,24,16,0,2020-09-18,2024-09-29,5.0,4.96,5.0,4.83,4.96,4.96,4.92,,t,1,0,1,0
409,409,2024-12-30,2015-11-23,within an hour,100.0,100%,t,2,3,t,t,59.30934,17.99478,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,397.0,2,1125,2,2,1125,1125,t,30,60,90,365,2024-12-30,75,10,0,2017-11-14,2024-11-24,4.89,4.91,4.76,4.95,4.93,4.85,4.79,,f,2,0,2,0
421,421,2024-12-30,2015-05-10,within a few hours,100.0,94%,t,1,1,t,t,59.30986,18.10551,Private room in rental unit,Private room,1,,1.5 baths,,,,2,7,2,2,7,7,t,0,0,0,0,2024-12-30,190,24,3,2016-04-15,2024-12-11,4.95,4.96,4.98,4.94,4.95,4.8,4.9,,f,1,0,1,0
424,424,2024-12-30,2016-01-08,,,,f,1,1,t,t,59.36922,17.86368,Private room in rental unit,Private room,1,,1 shared bath,,,,2,1125,2,2,1125,1125,t,0,0,0,0,2024-12-30,12,0,0,2019-08-31,2022-01-03,5.0,5.0,5.0,5.0,5.0,4.83,4.92,,f,1,0,1,0
429,429,2024-12-30,2016-01-15,,,0%,f,1,1,t,f,59.29416,17.96412,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,425.0,1,14,1,1,14,14,t,29,59,89,364,2024-12-30,13,0,0,2016-01-23,2019-09-17,4.85,4.92,4.77,4.92,4.92,4.85,4.62,,f,1,0,1,0
